recipe_version_id,recipe_id,recipe_title,used_occurrences,egg_equivalent_units,dairy_occurrence,dairy_codes,primary_protein,primary_protein_g,primary_protein_share,legume_quantity_g,legume_protein_g,legume_share_of_recognized_protein,plant_protein_main,primary_carb,pasta_rice_primary,ingredient_codes
base:recipe-version:frittata-morbida-con-patate-e-carote:6a2118ab1c10576c,base:recipe:frittata-morbida-con-patate-e-carote,Frittata morbida con patate e carote,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""carota"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-carote:f181451b2f056569,base:recipe:frittata-morbida-con-patate-e-carote,Frittata morbida con patate e carote,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""carota"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-cavolfiore:33ac202b80b4dee3,base:recipe:frittata-morbida-con-patate-e-cavolfiore,Frittata morbida con patate e cavolfiore,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""cavolfiore"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-cavolfiore:c0d5057fe1983851,base:recipe:frittata-morbida-con-patate-e-cavolfiore,Frittata morbida con patate e cavolfiore,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""cavolfiore"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-fagiolini:6ae61ad1c4f4df88,base:recipe:frittata-morbida-con-patate-e-fagiolini,Frittata morbida con patate e fagiolini,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""fagiolini"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-finocchi:3387a68073be68e4,base:recipe:frittata-morbida-con-patate-e-finocchi,Frittata morbida con patate e finocchi,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""finocchio"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-finocchi:45c89b3402b09d45,base:recipe:frittata-morbida-con-patate-e-finocchi,Frittata morbida con patate e finocchi,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""finocchio"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-finocchi:c57965a0e0c322ff,base:recipe:frittata-morbida-con-patate-e-finocchi,Frittata morbida con patate e finocchi,0,5.2,no,[],eggs,30.04,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""finocchio"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-funghi:a43a30cd69947d78,base:recipe:frittata-morbida-con-patate-e-funghi,Frittata morbida con patate e funghi,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""funghi"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-funghi:e7d5ae72f7e67cc1,base:recipe:frittata-morbida-con-patate-e-funghi,Frittata morbida con patate e funghi,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""funghi"", ""olio"", ""pane_bianco"", ""patata"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-pomodori:e68093844fef9ded,base:recipe:frittata-morbida-con-patate-e-pomodori,Frittata morbida con patate e pomodori,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""pomodoro"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-radicchio:1c65e63162604884,base:recipe:frittata-morbida-con-patate-e-radicchio,Frittata morbida con patate e radicchio,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""radicchio"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-radicchio:701da859200dfc07,base:recipe:frittata-morbida-con-patate-e-radicchio,Frittata morbida con patate e radicchio,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""radicchio"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-radicchio:977aba5ca49ebf0d,base:recipe:frittata-morbida-con-patate-e-radicchio,Frittata morbida con patate e radicchio,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""radicchio"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-sedano-rapa:4aa7d17e29e85953,base:recipe:frittata-morbida-con-patate-e-sedano-rapa,Frittata morbida con patate e sedano rapa,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""sedano_rapa"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-spinaci:4e7fbac7ec929eb7,base:recipe:frittata-morbida-con-patate-e-spinaci,Frittata morbida con patate e spinaci,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""spinaci"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-spinaci:ba39b6b8b3ebc26e,base:recipe:frittata-morbida-con-patate-e-spinaci,Frittata morbida con patate e spinaci,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""spinaci"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-spinaci:c74b60520898301a,base:recipe:frittata-morbida-con-patate-e-spinaci,Frittata morbida con patate e spinaci,0,5.2,no,[],eggs,30.04,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""spinaci"", ""uovo""]"
base:recipe-version:frittata-morbida-con-patate-e-zucca:6e420f214ced5359,base:recipe:frittata-morbida-con-patate-e-zucca,Frittata morbida con patate e zucca,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""uovo"", ""zucca""]"
base:recipe-version:frittata-morbida-con-patate-e-zucca:aff20ebaacfc20c3,base:recipe:frittata-morbida-con-patate-e-zucca,Frittata morbida con patate e zucca,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""uovo"", ""zucca""]"
base:recipe-version:frittata-morbida-con-patate-e-zucca:bfebc380c34367d8,base:recipe:frittata-morbida-con-patate-e-zucca,Frittata morbida con patate e zucca,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""uovo"", ""zucca""]"
base:recipe-version:frittata-morbida-con-patate-e-zucca:cddc0bfc9980a752,base:recipe:frittata-morbida-con-patate-e-zucca,Frittata morbida con patate e zucca,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""uovo"", ""zucca""]"
base:recipe-version:frittata-morbida-con-patate-e-zucchine:69d14f786986115a,base:recipe:frittata-morbida-con-patate-e-zucchine,Frittata morbida con patate e zucchine,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""uovo"", ""zucchina""]"
base:recipe-version:frittata-morbida-con-patate-e-zucchine:ac7478707f1f2ce8,base:recipe:frittata-morbida-con-patate-e-zucchine,Frittata morbida con patate e zucchine,0,3.6,no,[],eggs,21.32,1.0,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""pane_bianco"", ""patata"", ""uovo"", ""zucchina""]"
base:recipe-version:frutta-e-fiocchi-di-latte-su-gallette:8251a2bb8772b898,base:recipe:frutta-e-fiocchi-di-latte-su-gallette,Frutta e fiocchi di latte su gallette,0,0.0,yes,"[""fiocchi_latte""]",cheese,4.995,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fiocchi_latte"", ""gallette_riso"", ""kiwi""]"
base:recipe-version:frutta-e-fiocchi-di-latte-su-gallette:8437e8a9db470b3e,base:recipe:frutta-e-fiocchi-di-latte-su-gallette,Frutta e fiocchi di latte su gallette,0,0.0,yes,"[""fiocchi_latte""]",cheese,4.995,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fiocchi_latte"", ""gallette_riso"", ""mela""]"
base:recipe-version:frutta-e-fiocchi-di-latte-su-gallette:afe7761b46d14247,base:recipe:frutta-e-fiocchi-di-latte-su-gallette,Frutta e fiocchi di latte su gallette,2,0.0,yes,"[""fiocchi_latte""]",cheese,4.995,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""arancia"", ""fiocchi_latte"", ""gallette_riso""]"
base:recipe-version:frutta-e-fiocchi-di-latte-su-gallette:bafeb21a29f7b2a0,base:recipe:frutta-e-fiocchi-di-latte-su-gallette,Frutta e fiocchi di latte su gallette,1,0.0,yes,"[""fiocchi_latte""]",cheese,4.995,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fiocchi_latte"", ""gallette_riso"", ""pera""]"
base:recipe-version:frutta-e-grana:19afe46eb173843c,base:recipe:frutta-e-grana,Frutta e Grana,0,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""grana"", ""pompelmo""]"
base:recipe-version:frutta-e-grana:5e9b70b7af6c0676,base:recipe:frutta-e-grana,Frutta e Grana,0,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""grana"", ""kiwi""]"
base:recipe-version:frutta-e-grana:5f95b4386b897740,base:recipe:frutta-e-grana,Frutta e Grana,0,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""banana"", ""grana""]"
base:recipe-version:frutta-e-grana:b12cf457d3be7766,base:recipe:frutta-e-grana,Frutta e Grana,0,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""grana"", ""pera""]"
base:recipe-version:frutta-e-grana:b22d0eeea27c3fc8,base:recipe:frutta-e-grana,Frutta e Grana,0,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""grana"", ""mandarino""]"
base:recipe-version:frutta-e-grana:b8a57004e77f9cca,base:recipe:frutta-e-grana,Frutta e Grana,1,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""arancia"", ""grana""]"
base:recipe-version:frutta-e-grana:e22cb752c07b71e7,base:recipe:frutta-e-grana,Frutta e Grana,1,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""grana"", ""mela""]"
base:recipe-version:frutta-e-grana:eab8e6f05d2fd0e9,base:recipe:frutta-e-grana,Frutta e Grana,0,0.0,yes,"[""grana""]",cheese,4.95,1.0,0.0,0.0,0.0,no,,no,"[""grana"", ""pera""]"
base:recipe-version:frutta-e-mandorle:c54c36003b8b56a9,base:recipe:frutta-e-mandorle,Frutta e mandorle,8,0.0,no,[],,1.696,1.0,0.0,0.0,0.0,no,,no,"[""mandorle"", ""pera""]"
base:recipe-version:frutta-e-mandorle:cf32a2fabea95479,base:recipe:frutta-e-mandorle,Frutta e mandorle,5,0.0,no,[],,1.696,1.0,0.0,0.0,0.0,no,,no,"[""banana"", ""mandorle""]"
base:recipe-version:frutta-e-mandorle:f4946c3f96529e3f,base:recipe:frutta-e-mandorle,Frutta e mandorle,4,0.0,no,[],,1.696,1.0,0.0,0.0,0.0,no,,no,"[""mandorle"", ""pompelmo""]"
base:recipe-version:frutta-e-nocciole:400146dc9e9c56e4,base:recipe:frutta-e-nocciole,Frutta e nocciole,2,0.0,no,[],,1.2,1.0,0.0,0.0,0.0,no,,no,"[""nocciole"", ""prugna""]"
base:recipe-version:frutta-e-nocciole:62c8e8712f5c0200,base:recipe:frutta-e-nocciole,Frutta e nocciole,1,0.0,no,[],,1.2,1.0,0.0,0.0,0.0,no,,no,"[""nocciole"", ""pompelmo""]"
base:recipe-version:frutta-e-nocciole:793cbb29b0233305,base:recipe:frutta-e-nocciole,Frutta e nocciole,1,0.0,no,[],,1.2,1.0,0.0,0.0,0.0,no,,no,"[""mela"", ""nocciole""]"
base:recipe-version:frutta-e-nocciole:971bc3435c9f8b39,base:recipe:frutta-e-nocciole,Frutta e nocciole,4,0.0,no,[],,1.2,1.0,0.0,0.0,0.0,no,,no,"[""kiwi"", ""nocciole""]"
base:recipe-version:frutta-e-nocciole:c70cdc861837e7bd,base:recipe:frutta-e-nocciole,Frutta e nocciole,1,0.0,no,[],,1.2,1.0,0.0,0.0,0.0,no,,no,"[""arancia"", ""nocciole""]"
base:recipe-version:frutta-e-nocciole:ca5c53aaebcf9575,base:recipe:frutta-e-nocciole,Frutta e nocciole,2,0.0,no,[],,1.2,1.0,0.0,0.0,0.0,no,,no,"[""banana"", ""nocciole""]"
base:recipe-version:frutta-e-nocciole:fe52606cbcf0b0a9,base:recipe:frutta-e-nocciole,Frutta e nocciole,6,0.0,no,[],,1.2,1.0,0.0,0.0,0.0,no,,no,"[""cachi"", ""nocciole""]"
base:recipe-version:frutta-e-primosale:28e68a4303213a74,base:recipe:frutta-e-primosale,Frutta e primosale,0,0.0,yes,"[""primosale""]",cheese,6.3,1.0,0.0,0.0,0.0,no,,no,"[""mandarino"", ""primosale""]"
base:recipe-version:frutta-e-primosale:690fe43b02c41b50,base:recipe:frutta-e-primosale,Frutta e primosale,0,0.0,yes,"[""primosale""]",cheese,6.3,1.0,0.0,0.0,0.0,no,,no,"[""kiwi"", ""primosale""]"
base:recipe-version:frutta-e-primosale:d88a0ba0bb75f471,base:recipe:frutta-e-primosale,Frutta e primosale,0,0.0,yes,"[""primosale""]",cheese,6.3,1.0,0.0,0.0,0.0,no,,no,"[""primosale"", ""uva""]"
base:recipe-version:frutta-e-primosale:f07fbb430fe21152,base:recipe:frutta-e-primosale,Frutta e primosale,0,0.0,yes,"[""primosale""]",cheese,6.3,1.0,0.0,0.0,0.0,no,,no,"[""pompelmo"", ""primosale""]"
base:recipe-version:frutta-in-porzione-piccola:00034a19001ca591,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""arancia""]"
base:recipe-version:frutta-in-porzione-piccola:08e3edbd66951d58,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,5,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""banana""]"
base:recipe-version:frutta-in-porzione-piccola:0dc16dbb09870c47,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""mela""]"
base:recipe-version:frutta-in-porzione-piccola:51e096f8b79efd15,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""mandarino""]"
base:recipe-version:frutta-in-porzione-piccola:66f165e587c2dffb,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""fico""]"
base:recipe-version:frutta-in-porzione-piccola:6bdebfa528d96dc7,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,1,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""uva""]"
base:recipe-version:frutta-in-porzione-piccola:9fa65d918b9175ba,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,4,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""kiwi""]"
base:recipe-version:frutta-in-porzione-piccola:a1939163477f9174,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""pera""]"
base:recipe-version:frutta-in-porzione-piccola:e82cc585318b0a53,base:recipe:frutta-in-porzione-piccola,Frutta in porzione piccola,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,"[""pompelmo""]"
base:recipe-version:gallette-di-riso-e-ricotta:9f304408a83b200d,base:recipe:gallette-di-riso-e-ricotta,Gallette di riso e ricotta,4,0.0,yes,"[""ricotta""]",,2.64,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""gallette_riso"", ""ricotta""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-bietole:39d76c332d82bec4,base:recipe:jacket-potato-con-tonno-primosale-e-bietole,"Jacket potato con tonno, primosale e bietole",0,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,potato,no,"[""bietola"", ""olio"", ""patata"", ""primosale"", ""tonno_naturale""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-bietole:52e537bd8acf2f0b,base:recipe:jacket-potato-con-tonno-primosale-e-bietole,"Jacket potato con tonno, primosale e bietole",0,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,potato,no,"[""bietola"", ""olio"", ""patata"", ""primosale"", ""tonno_naturale""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-radicchio:5735e99bd391bf1e,base:recipe:jacket-potato-con-tonno-primosale-e-radicchio,"Jacket potato con tonno, primosale e radicchio",0,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,potato,no,"[""olio"", ""patata"", ""primosale"", ""radicchio"", ""tonno_naturale""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-radicchio:88e89b9d762228b6,base:recipe:jacket-potato-con-tonno-primosale-e-radicchio,"Jacket potato con tonno, primosale e radicchio",1,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,bread,no,"[""olio"", ""pane_bianco"", ""patata"", ""primosale"", ""radicchio"", ""tonno_naturale""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-radicchio:f4ef71a79ec7c7d9,base:recipe:jacket-potato-con-tonno-primosale-e-radicchio,"Jacket potato con tonno, primosale e radicchio",0,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,potato,no,"[""olio"", ""patata"", ""primosale"", ""radicchio"", ""tonno_naturale""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-spinaci:0d643e53cee5af46,base:recipe:jacket-potato-con-tonno-primosale-e-spinaci,"Jacket potato con tonno, primosale e spinaci",1,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,bread,no,"[""olio"", ""pane_bianco"", ""patata"", ""primosale"", ""spinaci"", ""tonno_naturale""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-spinaci:b4d72c331a9360f4,base:recipe:jacket-potato-con-tonno-primosale-e-spinaci,"Jacket potato con tonno, primosale e spinaci",0,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,potato,no,"[""olio"", ""patata"", ""primosale"", ""spinaci"", ""tonno_naturale""]"
base:recipe-version:jacket-potato-con-tonno-primosale-e-spinaci:b806f47f0720c7b8,base:recipe:jacket-potato-con-tonno-primosale-e-spinaci,"Jacket potato con tonno, primosale e spinaci",0,0.0,yes,"[""primosale""]",fish,23.4,0.7647,0.0,0.0,0.0,no,potato,no,"[""olio"", ""patata"", ""primosale"", ""spinaci"", ""tonno_naturale""]"
base:recipe-version:kefir-con-fette-classiche-e-confettura:0a94b5180d6811b4,base:recipe:kefir-con-fette-classiche-e-confettura,Kefir con fette classiche e confettura,4,0.0,no,[],milk_yogurt,7.0,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fette_bianche"", ""kefir"", ""marmellata"", ""mela""]"
base:recipe-version:kefir-con-fette-classiche-e-confettura:0c92a4526db020f1,base:recipe:kefir-con-fette-classiche-e-confettura,Kefir con fette classiche e confettura,1,0.0,no,[],milk_yogurt,7.0,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fette_bianche"", ""kefir"", ""marmellata"", ""pompelmo""]"
base:recipe-version:kefir-con-fette-classiche-e-confettura:2c2fb270f24d9d24,base:recipe:kefir-con-fette-classiche-e-confettura,Kefir con fette classiche e confettura,1,0.0,no,[],milk_yogurt,7.0,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""arancia"", ""fette_bianche"", ""kefir"", ""marmellata""]"
base:recipe-version:kefir-con-fette-classiche-e-confettura:565d49687dc3de64,base:recipe:kefir-con-fette-classiche-e-confettura,Kefir con fette classiche e confettura,7,0.0,no,[],milk_yogurt,7.0,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fette_bianche"", ""kefir"", ""marmellata"", ""melagrana""]"
base:recipe-version:kefir-con-fette-classiche-e-confettura:957634af85ac4a41,base:recipe:kefir-con-fette-classiche-e-confettura,Kefir con fette classiche e confettura,1,0.0,no,[],milk_yogurt,7.0,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fette_bianche"", ""kefir"", ""mandarino"", ""marmellata""]"
base:recipe-version:kefir-con-fette-classiche-e-confettura:ca779e18c3f24413,base:recipe:kefir-con-fette-classiche-e-confettura,Kefir con fette classiche e confettura,3,0.0,no,[],milk_yogurt,7.0,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fette_bianche"", ""kefir"", ""marmellata"", ""pera""]"
base:recipe-version:kefir-con-fette-classiche-e-confettura:d66602f1f4ac41ea,base:recipe:kefir-con-fette-classiche-e-confettura,Kefir con fette classiche e confettura,1,0.0,no,[],milk_yogurt,7.0,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fette_bianche"", ""fico"", ""kefir"", ""marmellata""]"
base:recipe-version:kefir-e-fette-classiche:4c24043bb18dbd80,base:recipe:kefir-e-fette-classiche,Kefir e fette classiche,18,0.0,no,[],milk_yogurt,5.6,1.0,0.0,0.0,0.0,no,crackers_rusks_cakes,no,"[""fette_bianche"", ""kefir""]"
base:recipe-version:kefir-e-frutta:47da41e20e20f205,base:recipe:kefir-e-frutta,Kefir e frutta,4,0.0,no,[],milk_yogurt,5.25,1.0,0.0,0.0,0.0,no,,no,"[""kefir"", ""kiwi""]"
base:recipe-version:kefir-e-frutta:5d2d12ec2da1027a,base:recipe:kefir-e-frutta,Kefir e frutta,8,0.0,no,[],milk_yogurt,5.25,1.0,0.0,0.0,0.0,no,,no,"[""kefir"", ""mela""]"
base:recipe-version:kefir-e-frutta:683adf11bb4e919e,base:recipe:kefir-e-frutta,Kefir e frutta,0,0.0,no,[],milk_yogurt,5.25,1.0,0.0,0.0,0.0,no,,no,"[""arancia"", ""kefir""]"
base:recipe-version:kefir-e-frutta:9d9d38ab49b00b02,base:recipe:kefir-e-frutta,Kefir e frutta,5,0.0,no,[],milk_yogurt,5.25,1.0,0.0,0.0,0.0,no,,no,"[""kefir"", ""pera""]"
base:recipe-version:kefir-piccolo:0120716d4b11c95a,base:recipe:kefir-piccolo,Kefir piccolo,13,0.0,no,[],milk_yogurt,4.2,1.0,0.0,0.0,0.0,no,,no,"[""kefir""]"
base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-bietole:2bd7b2cacf7c8223,base:recipe:kofte-di-tacchino-delicati-con-riso-e-bietole,Kofte di tacchino delicati con riso e bietole,1,0.0,no,[],poultry,31.2,0.9512,0.0,0.0,0.0,no,rice,yes,"[""bietola"", ""olio"", ""pangrattato"", ""riso_basmati"", ""tacchino"", ""yogurt_bianco""]"
base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-bietole:578e4e1bfe17ab7a,base:recipe:kofte-di-tacchino-delicati-con-riso-e-bietole,Kofte di tacchino delicati con riso e bietole,0,0.0,no,[],poultry,31.2,0.9512,0.0,0.0,0.0,no,rice,yes,"[""bietola"", ""olio"", ""pane_bianco"", ""pangrattato"", ""riso_basmati"", ""tacchino"", ""yogurt_bianco""]"
base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-carote:f7b3875932ca827f,base:recipe:kofte-di-tacchino-delicati-con-riso-e-carote,Kofte di tacchino delicati con riso e carote,2,0.0,no,[],poultry,31.2,0.9512,0.0,0.0,0.0,no,rice,yes,"[""carota"", ""olio"", ""pangrattato"", ""riso_basmati"", ""tacchino"", ""yogurt_bianco""]"
base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-pomodori:c9b5203823160ba9,base:recipe:kofte-di-tacchino-delicati-con-riso-e-pomodori,Kofte di tacchino delicati con riso e pomodori,1,0.0,no,[],poultry,31.2,0.9512,0.0,0.0,0.0,no,rice,yes,"[""olio"", ""pangrattato"", ""pomodoro"", ""riso_basmati"", ""tacchino"", ""yogurt_bianco""]"
base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-radicchio:53d6ef52b4a5cd5c,base:recipe:kofte-di-tacchino-delicati-con-riso-e-radicchio,Kofte di tacchino delicati con riso e radicchio,1,0.0,no,[],poultry,31.2,0.9512,0.0,0.0,0.0,no,rice,yes,"[""olio"", ""pangrattato"", ""radicchio"", ""riso_integrale"", ""tacchino"", ""yogurt_bianco""]"
base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-spinaci:ed32769eca60a57a,base:recipe:kofte-di-tacchino-delicati-con-riso-e-spinaci,Kofte di tacchino delicati con riso e spinaci,1,0.0,no,[],poultry,31.2,0.9512,0.0,0.0,0.0,no,rice,yes,"[""olio"", ""pangrattato"", ""riso_basmati"", ""spinaci"", ""tacchino"", ""yogurt_bianco""]"
base:recipe-version:latte-corn-flakes-e-frutta:489c786e4e4694d6,base:recipe:latte-corn-flakes-e-frutta,"Latte, corn flakes e frutta",7,0.0,no,[],milk_yogurt,8.25,0.8861,0.0,0.0,0.0,no,other_grains,no,"[""banana"", ""cornflakes"", ""latte_ps"", ""mandorle""]"
base:recipe-version:latte-corn-flakes-e-frutta:cf62f1c1f1381a34,base:recipe:latte-corn-flakes-e-frutta,"Latte, corn flakes e frutta",5,0.0,no,[],milk_yogurt,8.25,0.8861,0.0,0.0,0.0,no,other_grains,no,"[""cornflakes"", ""latte_ps"", ""mandorle"", ""mela""]"
base:recipe-version:latte-e-frutta:52f50bbedb3cc959,base:recipe:latte-e-frutta,Latte e frutta,3,0.0,no,[],milk_yogurt,5.94,1.0,0.0,0.0,0.0,no,,no,"[""latte_ps"", ""pera""]"
base:recipe-version:latte-e-frutta:5810692902d5524f,base:recipe:latte-e-frutta,Latte e frutta,4,0.0,no,[],milk_yogurt,5.94,1.0,0.0,0.0,0.0,no,,no,"[""banana"", ""latte_ps""]"
base:recipe-version:latte-e-frutta:8c4d1165cce186f8,base:recipe:latte-e-frutta,Latte e frutta,5,0.0,no,[],milk_yogurt,5.94,1.0,0.0,0.0,0.0,no,,no,"[""latte_ps"", ""mandarino""]"
base:recipe-version:latte-e-frutta:be9de76ab5b19d0a,base:recipe:latte-e-frutta,Latte e frutta,3,0.0,no,[],milk_yogurt,5.94,1.0,0.0,0.0,0.0,no,,no,"[""arancia"", ""latte_ps""]"
